"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.43152373495851e-162,3.89060037003689,0.997,0.512,1.27276895681283e-157,"0","Gcg"
8.88715762352279e-159,3.5269564421466,0.997,0.417,2.0825276459201e-154,"0","Tmsb15b2"
1.8052939578713e-157,2.78877888094272,0.832,0.102,4.23034533147981e-153,"0","Irx2"
4.68569592063383e-147,3.63687885754122,1,0.715,1.09799912508213e-142,"0","Ttr"
1.75683888595999e-146,2.07179094113743,0.978,0.221,4.11680056147003e-142,"0","Pappa2"
1.9964306677976e-143,2.57637568425931,0.863,0.136,4.67823598385011e-139,"0","Ndst4"
1.94542033699309e-141,3.18980633888235,0.752,0.093,4.55870347567591e-137,"0","Edn3"
6.29536671810818e-138,2.61114581211207,0.975,0.3,1.47519328305429e-133,"0","C8b"
5.532967843824e-137,2.87992559870335,0.927,0.258,1.29654035484328e-132,"0","Higd1a"
2.59753109731792e-135,2.30133890612707,0.968,0.267,6.08679462034509e-131,"0","Mafb"
4.96374265929858e-135,2.23414578833234,0.819,0.117,1.16315381735344e-130,"0","Arx"
2.02549117909111e-134,2.38347559139638,0.984,0.314,4.7463334799642e-130,"0","Sfrp5"
1.49616489123191e-132,3.38939512879137,0.889,0.242,3.50596318962374e-128,"0","Tmsb15l"
1.97284939727019e-132,2.66714803581029,0.813,0.14,4.62297799262323e-128,"0","Ctxn2"
6.68946395102744e-129,2.20248901233261,0.927,0.207,1.56754208764426e-124,"0","Kcnk3"
2.22352828594298e-128,2.40465134625265,0.816,0.143,5.21039383245019e-124,"0","Oxtr"
2.2134207238717e-127,2.9966030969534,0.99,0.441,5.18670878224854e-123,"0","Dbpht2"
2.690967768715e-126,2.58937836887861,0.994,0.48,6.30574477242987e-122,"0","1700086L19Rik"
7.98178419479904e-126,2.29056506152517,0.721,0.094,1.87037149036726e-121,"0","Pdk4"
5.19193322205914e-123,2.38288990052648,1,0.528,1.21662571192512e-118,"0","Gpx3"
1.20220286565329e-119,2.82387749155847,0.914,0.297,2.81712197508535e-115,"0","Cryba2"
4.13410372204864e-119,2.82570469541838,0.663,0.085,9.68744525187659e-115,"0","Gm20554"
1.59749085268217e-117,2.01534157643032,0.997,0.577,3.74340031509013e-113,"0","Tmem27"
1.30170590888519e-113,2.4406277158932,0.717,0.112,3.05028745629066e-109,"0","Ccdc164"
2.3135703332101e-113,1.95477221765466,1,0.343,5.42138936181122e-109,"0","Etv1"
3.54287600303673e-111,1.83890260419403,1,0.596,8.30202133791597e-107,"0","Resp18"
5.36480337392346e-110,2.90074531724916,0.854,0.258,1.25713437461148e-105,"0","Tmsb15b1"
1.08378519213235e-109,3.01191925373507,0.562,0.053,2.53963384072374e-105,"0","Hhatl"
9.27109231808886e-109,1.90317428176146,0.994,0.487,2.17249506289776e-104,"0","Lpl"
2.90589454697683e-108,1.77027941405885,1,0.928,6.8093826919308e-104,"0","Gnas"
3.08384324981291e-108,2.87950059140925,0.616,0.081,7.22636988728659e-104,"0","Igsf21"
3.14322224476597e-107,2.24260436528674,0.924,0.306,7.3655126861601e-103,"0","Hist3h2ba"
1.50727723820926e-106,1.34391324887581,1,0.955,3.53200275229577e-102,"0","Cst3"
4.29446986708556e-105,1.82299518952365,0.93,0.268,1.00632312395416e-100,"0","Gria2"
1.27694592996331e-104,1.36862378642591,0.854,0.201,2.99226739768303e-100,"0","Ace2"
2.35035032733371e-104,3.17540865160644,0.514,0.044,5.50757592204109e-100,"0","Gfra3"
3.99863368201384e-104,1.03256721796299,0.997,0.334,9.36999830706304e-100,"0","Rbp4"
2.3197293884772e-102,1.53516472151862,1,0.588,5.43582187601863e-98,"0","Scg5"
3.74741245354456e-102,3.27344479348441,0.663,0.12,8.78131160239097e-98,"0","Aard"
2.27656231285699e-99,2.29793363176052,0.556,0.058,5.33466846771779e-95,"0","Irx1"
1.73859543829826e-98,1.52290722668043,0.997,0.585,4.07405069056431e-94,"0","Pcsk1n"
6.76706096092903e-97,1.95166917480279,0.924,0.328,1.5857253949745e-92,"0","Nap1l5"
1.14183583490791e-96,2.43009005052505,0.762,0.189,2.67566391193972e-92,"0","Ptprd"
7.20061354888363e-95,0.90851853046459,0.676,0.112,1.6873197729099e-90,"0","Mamld1"
1.16792921170845e-93,1.78301463370942,0.911,0.27,2.7368085217964e-89,"0","Tmem59l"
2.63336726223036e-93,1.6538104771302,0.99,0.525,6.1707695055844e-89,"0","Slc7a2"
6.58151405413365e-93,1.83495880868504,0.959,0.394,1.54224618830514e-88,"0","Gc"
7.54985133474332e-93,2.88071711317453,0.559,0.076,1.7691566632704e-88,"0","Galnt13"
4.01782026671574e-92,3.09489277141091,0.479,0.047,9.41495823099498e-88,"0","Avpr1b"
4.52654309127225e-90,2.41316528944613,0.762,0.204,1.06070484257783e-85,"0","BC048546"
9.06418177356902e-90,2.32977162108459,0.673,0.141,2.12400971500043e-85,"0","Hapln1"
6.15932580371874e-87,1.35894842037359,0.917,0.29,1.44331481558541e-82,"0","Smarca1"
4.42559999274094e-85,1.5992565584971,0.987,0.542,1.03705084629898e-80,"0","Fam183b"
9.83023951046834e-85,2.08718662278349,0.914,0.38,2.30352002448805e-80,"0","Upp1"
3.86219187447692e-84,2.20403432785537,0.61,0.111,9.05027421946177e-80,"0","Rab3c"
2.64526051863166e-83,2.19167573509199,0.657,0.143,6.19863897330956e-79,"0","Dpp10"
1.29920120657517e-82,1.12606428974504,0.997,0.908,3.0444181873676e-78,"0","Rpl37a"
2.15141379560198e-82,2.71487765442758,0.587,0.112,5.04140794723411e-78,"0","Nudt11"
4.6423708114545e-82,1.57820260528846,0.987,0.485,1.08784675224813e-77,"0","Gatsl2"
5.81609614774741e-82,1.3022041839365,1,0.61,1.36288581030165e-77,"0","Pcsk2"
1.08680813710009e-80,1.87723212500209,0.708,0.163,2.54671750766663e-76,"0","Fev"
5.3741227209794e-80,1.71688473593307,0.756,0.212,1.2593181772071e-75,"0","Rgs4"
1.2575012272853e-77,1.82327400459067,0.619,0.129,2.94670262589764e-73,"0","Mfap2"
2.86413078190359e-77,3.15656585104206,0.53,0.092,6.71151766123468e-73,"0","Fam84a"
3.13278802861732e-77,0.875263309303159,0.981,0.379,7.34106218745897e-73,"0","Pyy"
5.61672258851273e-77,0.832255960164122,1,0.963,1.31616660416619e-72,"0","Rpl41"
5.72229726974776e-77,1.68736564486146,0.708,0.178,1.34090591921999e-72,"0","Fam81a"
5.75825304777576e-76,1.07546763839598,0.994,0.887,1.34933143668529e-71,"0","Rps24"
1.51546262571406e-74,0.993239107133412,0.997,0.899,3.55118357083576e-70,"0","Rpl13a"
3.31342362316523e-74,1.09081235735326,0.987,0.836,7.76434557616308e-70,"0","Atp5e"
3.39152386471804e-74,1.66403205046074,0.959,0.502,7.94735787219378e-70,"0","Gls"
7.03973964428831e-73,1.48778307895695,0.794,0.25,1.64962219084608e-68,"0","Dock11"
1.27738959526512e-72,2.35998501748073,0.53,0.094,2.99330703858476e-68,"0","Kcnip3"
1.43531081722941e-72,2.29888008204931,0.425,0.051,3.36336383801367e-68,"0","Pou6f2"
2.54630893845107e-72,1.1947435938785,0.838,0.273,5.9667657354724e-68,"0","Rcn3"
7.44150469272303e-71,0.6442270237933,0.968,0.529,1.74376779464579e-66,"0","Serping1"
8.17682520167122e-71,1.38854666454054,1,0.907,1.91607544950762e-66,"0","Fos"
9.05067297312589e-71,1.35139254073986,0.384,0.039,2.12084419779259e-66,"0","Cit"
1.88916886870149e-70,0.997735260305968,0.99,0.875,4.42688941002819e-66,"0","Rps17"
4.67485615855106e-70,1.56723338389174,0.556,0.105,1.09545904363327e-65,"0","Klb"
6.78841430952503e-70,1.73270880232075,0.933,0.467,1.590729125151e-65,"0","Pak3"
1.51558234729123e-68,1.94582670856363,0.908,0.511,3.55146411440754e-64,"0","Gadd45b"
4.00470092802386e-68,1.1649668598158,1,0.62,9.38421568463832e-64,"0","Aplp1"
7.78154711181985e-68,1.09139415403783,0.984,0.798,1.82344993471274e-63,"0","Usmg5"
6.16731828707458e-67,2.12287090233559,0.527,0.105,1.44518769421019e-62,"0","Adamts18"
1.17326620226839e-66,2.03126337452366,0.667,0.187,2.74931469177553e-62,"0","Gpr119"
3.38286516212669e-66,1.80351658868114,0.771,0.278,7.92706793441147e-62,"0","Bend7"
8.49200042327614e-66,2.33980989552695,0.508,0.098,1.9899304591863e-61,"0","Slc25a33"
9.93320060578124e-66,1.78618347168284,0.705,0.213,2.32764689795272e-61,"0","A1cf"
1.75747094659345e-65,0.948475378630498,0.997,0.892,4.11828166915243e-61,"0","Rps3a"
2.89830072853826e-65,1.55123425820201,0.806,0.3,6.7915880971837e-61,"0","Gnai1"
3.90288549134124e-65,0.93950490507744,0.987,0.89,9.14563157185993e-61,"0","Rpl37"
8.42694951235807e-65,0.90221521301151,0.99,0.927,1.97468707923087e-60,"0","Rps14"
9.85617533704634e-65,1.55227877509183,0.762,0.243,2.30959756673007e-60,"0","Basp1"
1.39583420879336e-64,1.2709177516002,0.997,0.574,3.27085830146547e-60,"0","Scgn"
1.4170753990297e-64,2.07811200199237,0.606,0.153,3.3206327825463e-60,"0","Klhl13"
1.9031739563607e-64,1.30683781201744,0.984,0.551,4.45970753194003e-60,"0","Gnao1"
6.20922478573739e-64,0.95787627598172,0.994,0.855,1.45500764404184e-59,"0","Rps27a"
6.7935816451398e-64,1.32736002346282,0.81,0.277,1.59193998690561e-59,"0","Calb1"
1.85539687254828e-63,0.925142581097637,0.997,0.883,4.34775149144239e-59,"0","Rps21"
1.90013473135632e-63,0.969862361203388,0.99,0.875,4.45258571598726e-59,"0","Rpl38"
4.18761513812012e-63,1.12727374751215,0.435,0.063,9.81283855315688e-59,"0","Vwde"
7.42485676656581e-63,1.23349413067964,0.99,0.762,1.73986668610937e-58,"0","Rnf130"
8.32557529453199e-63,1.50491622571569,0.937,0.504,1.95093205876768e-58,"0","Zcchc18"
9.694944724612e-63,2.1670848944876,0.444,0.073,2.27181639731833e-58,"0","Nxph1"
2.71861029516946e-62,1.17036949652757,0.984,0.751,6.37051950467059e-58,"0","Cox17"
2.81881530863605e-62,1.67047716464271,0.556,0.122,6.60532991272686e-58,"0","Rasgrf2"
3.10869590376631e-62,2.74844380213338,0.571,0.151,7.28460711129559e-58,"0","Slc38a5"
7.49187095066475e-62,1.85786536552672,0.644,0.18,1.75557011986927e-57,"0","Gria3"
8.08256931856827e-62,1.90319803933555,0.644,0.181,1.8939884684201e-57,"0","Nefm"
4.73663463945307e-61,0.934056963371937,0.987,0.849,1.10993559506304e-56,"0","Rps13"
4.81855154624409e-61,1.08950331325719,0.99,0.84,1.12913118383138e-56,"0","Rpl27a"
7.58039454516249e-61,2.2515721148561,0.498,0.102,1.77631385376793e-56,"0","Fbp1"
5.03993582862832e-60,2.20406987040646,0.79,0.387,1.18100816272247e-55,"0","Atf3"
7.63394345108852e-60,2.55006412499148,0.378,0.049,1.78886196889357e-55,"0","Fam46d"
1.08777987247066e-59,0.897597061142957,0.987,0.872,2.5489945751605e-55,"0","Rps23"
2.58088965927214e-59,0.923815156921328,0.86,0.335,6.04779873857241e-55,"0","Map3k15"
3.93975857566381e-59,1.46200315042998,0.93,0.478,9.23203627035302e-55,"0","Zdbf2"
5.37007716862269e-59,1.03709495996634,0.975,0.765,1.25837018292336e-54,"0","Rpl34-ps1"
7.91365560086559e-59,0.860005759989785,0.981,0.857,1.85440691695083e-54,"0","Rpl31"
1.12208439650075e-58,1.27776037822881,0.949,0.609,2.62938036632022e-54,"0","Dynlt1b"
1.1673433554447e-58,1.22387482723737,0.99,0.686,2.73543568481357e-54,"0","Pgcp"
1.58697952920416e-58,0.841342941649217,0.994,0.946,3.71876913078411e-54,"0","Rpl13"
1.63857191367219e-58,1.35616353989286,0.552,0.128,3.83966556530805e-54,"0","Ppp2r2b"
2.16569975359233e-58,0.935264348439751,0.987,0.832,5.07488423259292e-54,"0","Rpl35a"
2.21282404982454e-58,1.41360413898703,0.66,0.185,5.18531059595384e-54,"0","O3far1"
2.59020884530353e-58,2.04692734052866,0.454,0.085,6.06963638719977e-54,"0","Arnt2"
2.85685531050418e-58,1.00263719618832,0.975,0.748,6.69446904910446e-54,"0","Tomm7"
3.55559623228663e-58,0.877773782868178,0.984,0.854,8.33182865111727e-54,"0","Rps10"
4.45637369460281e-58,2.4959722470788,0.375,0.051,1.04426204785628e-53,"0","Sstr2"
6.02280089393005e-58,2.37485400131954,0.419,0.072,1.41132293347463e-53,"0","Cacng4"
8.10516914963715e-58,1.10768747097925,0.987,0.725,1.89928428683447e-53,"0","Npc2"
1.36503571324326e-57,0.936706508247404,0.987,0.767,3.19868818684292e-53,"0","Rpl22l1"
4.27429526194068e-57,1.60893567712558,0.889,0.447,1.00159560873056e-52,"0","Cpn1"
5.11322628076033e-57,0.969289962780951,0.984,0.877,1.19818231437057e-52,"0","Rpl9"
1.20240113898527e-56,0.822699946728397,0.994,0.925,2.81758658898419e-52,"0","Rps18"
2.11909915904059e-56,1.34900723483619,0.822,0.354,4.96568505937982e-52,"0","Grb10"
2.28679615641773e-56,1.75486974184145,0.844,0.404,5.35864943333366e-52,"0","Dnajc12"
3.00921973063732e-56,0.844529673598419,0.994,0.89,7.05150459480244e-52,"0","Rplp2"
7.72536918929348e-56,0.761190941236314,0.99,0.891,1.81028576212714e-51,"0","Rps29"
9.35008439797174e-56,0.842072043202,0.994,0.874,2.19100527697672e-51,"0","Rpl19"
7.52558585918347e-55,1.72336421387126,0.537,0.135,1.76347053438246e-50,"0","Pik3c2g"
1.31788437035304e-54,1.01246217872418,0.997,0.756,3.08819844504828e-50,"0","Lgals3bp"
5.11018129818653e-54,3.43760791161448,0.279,0.025,1.19746878360405e-49,"0","3930402G23Rik"
5.23253917076562e-54,0.940993972372046,0.997,0.828,1.22614090388551e-49,"0","Spint2"
1.39944999204996e-53,0.854947615173819,0.987,0.826,3.27933116637067e-49,"0","Rpl27"
1.70694595296684e-53,0.892422055192346,0.981,0.847,3.9998864515872e-49,"0","Rpl17"
2.8437217856294e-53,1.36754777818818,0.956,0.582,6.66369326026537e-49,"0","Myef2"
1.25648464382066e-52,0.407891175843237,0.679,0.19,2.94432046586496e-48,"0","Arg1"
1.67757120833675e-52,0.925863599624124,0.984,0.814,3.9310526124955e-48,"0","Ndufa6"
2.03168405843194e-52,0.786934230973405,0.987,0.844,4.76084525412357e-48,"0","Rpl23a"
3.04926832891108e-52,0.88418064547423,0.971,0.636,7.14535047513732e-48,"0","Ctsz"
3.24831900876549e-52,1.36305764005797,0.876,0.447,7.61178593324017e-48,"0","Pim2"
6.24749508202984e-52,1.68665163275479,0.768,0.341,1.46397552257205e-47,"0","Tiparp"
7.55769976300755e-52,2.4194883022868,0.311,0.037,1.77099578546556e-47,"0","Gpr81"
1.83098576010364e-51,0.99878535934764,0.978,0.78,4.29054893165087e-47,"0","Ndufa1"
3.01623568025933e-51,1.42686999122096,0.832,0.425,7.0679450695517e-47,"0","Ang"
4.83860212997396e-51,1.04724506999082,0.99,0.79,1.1338296371168e-46,"0","Tmed3"
8.08743334526678e-51,0.830085584296641,0.99,0.882,1.89512825579637e-46,"0","Rpl14"
1.17552152586408e-50,1.19277108213811,0.937,0.51,2.7545995915573e-46,"0","2310015B20Rik"
2.01533991942521e-50,1.01598507371102,0.981,0.562,4.72254603318911e-46,"0","Isl1"
3.39156574462745e-50,0.865439708576206,0.984,0.854,7.94745600938549e-46,"0","Rpl11"
4.53482683976798e-50,3.47203937472164,0.279,0.029,1.06264597336283e-45,"0","6030405A18Rik"
1.37140532321798e-49,0.710734477085497,0.997,0.962,3.21361409389668e-45,"0","Rpsa"
6.58138722104132e-49,0.891904831379587,0.99,0.877,1.54221646750661e-44,"0","Rpl5"
8.65995824989461e-49,1.22684306859232,0.568,0.169,2.0292880166978e-44,"0","Nptx1"
1.14055819454662e-48,0.767904092877564,0.984,0.87,2.67267001728109e-44,"0","Rps20"
6.26341869166803e-48,1.02289503250291,0.978,0.682,1.46770690201857e-43,"0","Ngfrap1"
1.0145578549534e-47,0.954966462359514,1,0.661,2.37741342151229e-43,"0","Cpe"
1.29361280262486e-47,0.67695734989792,0.99,0.896,3.03132288039084e-43,"0","Rpl36"
1.93568220213847e-47,0.885293119451823,0.984,0.555,4.53588410427107e-43,"0","Ncam1"
2.90804274947788e-47,0.84101577233982,0.987,0.841,6.81441657485151e-43,"0","Cox7c"
3.56083170522364e-47,1.06941621052712,0.844,0.423,8.34409693485056e-43,"0","Snhg8"
3.60486975704947e-47,0.67563582040741,0.762,0.283,8.44729130169401e-43,"0","Rhou"
3.96018874232953e-47,1.70039068357583,0.613,0.214,9.27991027990079e-43,"0","Dusp10"
6.94996230344304e-47,1.76642437640636,0.648,0.251,1.62858466656581e-42,"0","AI836003"
8.41271193270963e-47,0.778438935543309,0.987,0.835,1.97135078719185e-42,"0","Rps16"
9.95082487606185e-47,0.831639479690788,0.946,0.514,2.33177679320757e-42,"0","Itpr1"
1.14731556041685e-46,1.5040730119743,0.825,0.481,2.6885045527248e-42,"0","Pla2g12a"
1.57878986841675e-46,0.993506934822596,0.721,0.27,3.69957829866096e-42,"0","Rtn1"
1.94759057784846e-46,1.54349147404393,0.644,0.238,4.56378900107228e-42,"0","1700045I19Rik"
4.87759151738744e-46,0.985292805642421,0.933,0.74,1.1429660202694e-41,"0","Mir682"
6.65657875838184e-46,1.19004068068745,0.514,0.136,1.55983610045162e-41,"0","Ccdc48"
6.77185864970177e-46,1.06907974585663,0.981,0.624,1.58684963738462e-41,"0","Wnt4"
7.08661777097282e-46,0.642093801167072,0.965,0.62,1.66060714227206e-41,"0","Trim35"
7.80430771906071e-46,1.2855809726334,0.962,0.751,1.8287834278075e-41,"0","Clk1"
8.28308778494518e-46,1.27923894138463,0.829,0.415,1.9409759606462e-41,"0","Ndn"
1.02035493057587e-45,1.89632350630447,0.498,0.142,2.39099770881843e-41,"0","Gm5126"
1.88783998342267e-45,0.635662241701775,0.994,0.804,4.42377543315435e-41,"0","S100a11"
2.03734806706302e-45,0.843007703756302,0.997,0.822,4.77411772554877e-41,"0","Npm1"
3.22457400977396e-45,0.93411587799205,0.984,0.867,7.55614427710332e-41,"0","Rps25"
3.41656871805111e-45,1.59501001244214,0.695,0.289,8.00604547700917e-41,"0","Usp29"
3.55574093705767e-45,2.07557447365724,0.26,0.028,8.33216773780725e-41,"0","Samd5"
4.82170502744292e-45,1.09405854152091,0.937,0.66,1.1298701390807e-40,"0","Snrpf"
5.30012764641841e-45,0.9357486066109,1,0.794,1.24197891138523e-40,"0","Sdf4"
7.9907365513586e-45,0.835037138528906,0.975,0.819,1.87246929607986e-40,"0","Atp5l"
1.15388275282519e-44,1.57589858145962,0.362,0.068,2.70389345469528e-40,"0","Sv2b"
1.68414901919455e-44,0.727258264301267,0.975,0.862,3.94646639667859e-40,"0","Rps12"
2.51853332603012e-44,1.36205275070697,0.794,0.396,5.90167914288638e-40,"0","Nfil3"
3.94628167725762e-44,1.30847347579782,0.59,0.198,9.24732185431777e-40,"0","Arl4d"
6.2795232223888e-44,2.02417437615534,0.305,0.049,1.47148067670237e-39,"0","Upk3a"
6.57291149087626e-44,1.0406607724482,0.984,0.568,1.54023034965703e-39,"0","Sez6l2"
7.6821308586911e-44,0.881959887497116,1,0.866,1.80015372411709e-39,"0","Egr1"
8.71004057650622e-44,1.49954312960629,0.679,0.28,2.0410238082927e-39,"0","Fam118a"
9.52731817844949e-44,0.741451207114656,0.987,0.616,2.23253646875607e-39,"0","Meg3"
1.13704117406588e-43,0.790179392447179,0.971,0.803,2.66442858318859e-39,"0","Rps27"
1.73871617968933e-43,1.92352628847828,0.686,0.304,4.07433362386601e-39,"0","Dynlt1a"
1.81899165334464e-43,0.854853933582499,0.994,0.72,4.26244314128249e-39,"0","Pam"
2.32284586844556e-43,0.779395121306703,0.975,0.589,5.44312472352848e-39,"0","Slc16a10"
2.70839647419223e-43,2.32894138211872,0.267,0.033,6.34658545797465e-39,"0","Slc27a2"
4.65096980870601e-43,2.60731021820799,0.279,0.039,1.08986175527408e-38,"0","Dnahc11"
5.27977774765278e-43,1.35421725032499,0.663,0.266,1.23721031960748e-38,"0","Spon2"
6.04651925979892e-43,0.920112966869448,0.968,0.742,1.41688085814868e-38,"0","Myeov2"
8.4923132983973e-43,1.11035713366455,0.924,0.572,1.99000377521344e-38,"0","C030044B11Rik"
1.33423852548509e-42,1.16736542335489,0.867,0.478,3.12652113676922e-38,"0","Fam3c"
1.43258187787361e-42,0.758483185452757,0.971,0.772,3.35696911442122e-38,"0","Rps15a"
1.69152881375701e-42,1.00460274355585,0.994,0.867,3.96375946927681e-38,"0","Sod1"
2.5747474942045e-42,0.595829323648059,0.984,0.878,6.03340580316939e-38,"0","Rps28"
4.05530753072404e-42,1.20639853735085,0.848,0.457,9.50280213674564e-38,"0","Bex1"
6.21945729017295e-42,0.958905525279077,0.689,0.267,1.45740542680623e-37,"0","Scn3a"
2.46476363927349e-41,0.858547364470776,0.965,0.809,5.77568063590956e-37,"0","Atp5j2"
2.51420904535842e-41,0.777545803926275,0.987,0.846,5.89154605598838e-37,"0","Rpl7a"
4.52584617485234e-41,0.650357779355832,1,0.937,1.06054153415315e-36,"0","Itm2b"
7.66528509650594e-41,0.781424441373262,0.987,0.867,1.79620625666424e-36,"0","Rpl6"
1.15304062873692e-40,1.70985382322978,0.483,0.146,2.70192010531923e-36,"0","Akap17b"
1.41370176231716e-40,0.990555840063965,0.956,0.712,3.31272733963781e-36,"0","Med28"
1.51512495820743e-40,0.588618831464199,0.994,0.884,3.55039231456748e-36,"0","Rpl23"
1.55593008480617e-40,0.844173396373079,0.984,0.795,3.64601096772629e-36,"0","Nucb1"
2.89122595059458e-40,0.721912223167302,0.816,0.399,6.77500977002829e-36,"0","Mat1a"
3.05984077996489e-40,1.562971026989,0.632,0.258,7.17012489969173e-36,"0","Olfm1"
3.28283188715609e-40,1.13864116427829,0.889,0.526,7.69265996117286e-36,"0","Zwint"
3.47313927408248e-40,0.762673517815695,0.971,0.76,8.13860726095747e-36,"0","Gas5"
3.55641342553164e-40,0.576106679642006,0.99,0.902,8.33374358004828e-36,"0","Rpl32"
4.27121524403219e-40,0.941725170056975,0.956,0.663,1.00087386813406e-35,"0","Kif21a"
6.43755832706343e-40,2.28573479471912,0.441,0.126,1.50851304278077e-35,"0","Slc41a2"
8.09154998070142e-40,1.4201309453285,0.644,0.27,1.89609290697776e-35,"0","Dusp8"
8.13516640914639e-40,0.813501784438656,0.997,0.834,1.90631354465527e-35,"0","Ssr4"
8.84388719616263e-40,0.840315833625474,0.892,0.463,2.07238808667679e-35,"0","Celf3"
1.01923297961363e-39,1.42856593644658,0.673,0.298,2.38836864112863e-35,"0","Gm1673"
1.95924444930656e-39,0.65275639349616,0.848,0.404,4.59109751806005e-35,"0","Ocrl"
2.0782454338761e-39,1.56865589620988,0.473,0.136,4.86995252520186e-35,"0","St6galnac5"
2.17845084092851e-39,0.654863955597809,0.987,0.831,5.10476385554779e-35,"0","Rps26"
2.92955620763158e-39,1.46869880818918,0.543,0.189,6.86482906134309e-35,"0","Slc39a11"
3.86974374958166e-39,1.77565928350452,0.375,0.086,9.0679705283947e-35,"0","Ankrd6"
5.07459294354826e-39,0.634444636539039,0.99,0.886,1.18912936446166e-34,"0","Rps15"
6.50949405993547e-39,0.897096231661312,0.946,0.705,1.52536974306468e-34,"0","Pdap1"
8.37988834920143e-39,0.769671322015613,0.987,0.796,1.96365923686837e-34,"0","Atpif1"
9.10867604610163e-39,1.18333272174661,0.851,0.439,2.134436057883e-34,"0","Serpina10"
1.60067093977579e-38,2.07096776092108,0.349,0.079,3.75085221317661e-34,"0","Dynlrb2"
1.65833560254601e-38,0.770414502405164,0.971,0.77,3.88597781744607e-34,"0","Rpl36a"
1.96610464538416e-38,0.616416796627652,0.971,0.864,4.60717301552869e-34,"0","Rpl35"
2.56095605457388e-38,0.823006721580305,0.975,0.777,6.00108832268297e-34,"0","Ccdc72"
2.95319768511249e-38,1.0266473325656,0.686,0.311,6.92022813552409e-34,"0","Klf4"
4.06882462611277e-38,1.38040977258583,0.562,0.215,9.53447674637004e-34,"0","Nr4a2"
7.03304541504341e-38,0.694030400543016,0.99,0.854,1.64805353210712e-33,"0","Oaz1"
7.76269516361284e-38,0.926892981019448,0.952,0.656,1.8190323576894e-33,"0","Lsm6"
9.55851129216844e-38,0.652183417678877,1,0.938,2.23984595109383e-33,"0","Ddx5"
9.67831607802607e-38,0.790058422052623,0.994,0.832,2.26791980656385e-33,"0","Wbp5"
1.06684525985278e-37,0.970021232522287,0.73,0.32,2.49993849741302e-33,"0","Fam20a"
2.89572977081001e-37,0.819272663271093,0.984,0.649,6.78556357193909e-33,"0","Camk2b"
3.75414756875138e-37,0.484835024208068,0.784,0.351,8.7970939978551e-33,"0","Man1c1"
5.90854048311785e-37,0.966015822539811,0.952,0.636,1.38454829140901e-32,"0","Rnase4"
8.71180944388974e-37,1.04134103144267,1,0.893,2.04143830698668e-32,"0","Btg2"
8.83268905488315e-37,1.07572240036216,0.902,0.615,2.06976402623077e-32,"0","Eif1b"
1.43279220615801e-36,0.81989496604719,0.994,0.609,3.35746197669005e-32,"0","Cplx2"
1.59614117191737e-36,1.03002317908169,0.832,0.476,3.74023760815398e-32,"0","Ikbip"
1.71800498770205e-36,1.25321544767809,0.441,0.125,4.02580108768222e-32,"0","Tcp11"
2.92614681358844e-36,0.462404055781012,0.99,0.92,6.85683982828179e-32,"0","Rplp1"
3.43320847359182e-36,2.39286270341198,0.356,0.086,8.04503741616771e-32,"0","Lonrf2"
3.52954900126595e-36,0.591022116758609,0.984,0.866,8.2707921746665e-32,"0","Rps7"
5.33683956739762e-36,0.48395919556554,0.994,0.925,1.25058161582829e-31,"0","Tpt1"
5.53317082352055e-36,0.779891874290632,0.99,0.794,1.29658791907557e-31,"0","Itm2c"
5.61952102264373e-36,0.506341251978886,0.422,0.125,1.31682236123611e-31,"0","Apoa2"
7.50843749648351e-36,0.885265582537492,0.978,0.784,1.75945215855098e-31,"0","Eef1b2"
1.05181771046443e-35,0.807630013344173,0.971,0.728,2.4647244409313e-31,"0","Dpysl2"
1.10177145899714e-35,0.51803373395455,0.99,0.897,2.581781059868e-31,"0","Rps19"
1.46393703500387e-35,0.611651975849148,1,0.94,3.43044365412457e-31,"0","Ubb"
1.74613997891931e-35,0.385230494106995,0.914,0.514,4.09172981260161e-31,"0","Slc7a8"
2.19706210346672e-35,1.23781684774502,0.584,0.232,5.14837562705356e-31,"0","Vipr1"
2.21127243205705e-35,0.781224047813528,0.965,0.749,5.18167469003929e-31,"0","Swi5"
6.42675579384498e-35,1.97914377826342,0.527,0.205,1.50598168517169e-30,"0","Hsbp1l1"
1.23737913299585e-34,0.641083915683125,0.902,0.525,2.89955052234917e-30,"0","Ahi1"
1.44272688984732e-34,0.777376344342136,0.975,0.625,3.38074192097923e-30,"0","Pnmal2"
1.93988233900059e-34,0.521006874076017,0.981,0.861,4.54572628498009e-30,"0","Uba52"
2.28342343722214e-34,0.799234847264413,0.816,0.459,5.35074614044265e-30,"0","Amotl1"
2.49533589576897e-34,1.63539621376536,0.302,0.063,5.84732060455544e-30,"0","Mapk4"
3.57527994162734e-34,2.49799757029551,0.39,0.119,8.37795348721535e-30,"0","Apod"
4.56902170122938e-34,0.675249092039377,0.965,0.535,1.07065885524908e-29,"0","Sphkap"
8.56755778141198e-34,0.684852017887885,0.987,0.834,2.00763581491827e-29,"0","Rpl15"
2.45036083429073e-33,1.01730180919753,0.597,0.243,5.74193054299348e-29,"0","Glrb"
2.48549050959993e-33,0.866376017453329,0.971,0.78,5.82424991114552e-29,"0","C330006A16Rik"
